WigleWifi-1.4,appRelease=2.25,model=MotoG3,release=6.0,device=osprey_u2,display=MPIS24.65-25.1-19,board=msm8916,brand=motorola,,,
00:27:22:f3:e0:d0,,[ESS],2017-10-31 12:24:27,11,-84,32.10438313,35.20713002,676,3,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:24:27,1,-88,32.10438313,35.20713002,676,3,WIFI
ec:8c:a2:08:92:48,Ariel_University,[ESS],2017-10-31 12:24:29,6,-74,32.10440782,35.20713627,676,3,WIFI
74:ea:3a:af:9f:aa,55_1_29,[ESS],2017-10-31 12:24:29,1,-87,32.10440782,35.20713627,676,3,WIFI
1c:b9:c4:15:0e:b8,Ariel_University,[ESS],2017-10-31 12:24:33,6,-71,32.10445425,35.20715614,677,3,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],2017-10-31 12:24:33,6,-71,32.10445425,35.20715614,677,3,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],2017-10-31 12:24:33,6,-86,32.10445425,35.20715614,677,3,WIFI
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],2017-10-31 12:24:35,11,-78,32.10447994,35.20715722,676,3,WIFI
00:27:22:f3:e0:7b,,[ESS],2017-10-31 12:24:37,6,-79,32.10450651,35.20715314,677,3,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:24:39,11,-78,32.10451586,35.20716312,676,3,WIFI
00:27:22:f3:e0:f6,,[ESS],2017-10-31 12:24:39,1,-84,32.10451586,35.20716312,676,3,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-10-31 12:24:39,1,-87,32.10451586,35.20716312,676,3,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],2017-10-31 12:24:41,11,-77,32.10452861,35.20716741,676,3,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:24:43,1,-81,32.10455348,35.20717028,676,4,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],2017-10-31 12:24:43,11,-88,32.10455348,35.20717028,676,4,WIFI
1c:b9:c4:16:05:d8,Smart-Class 2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-31 12:24:45,9,-91,32.10457847,35.20718597,675,4,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],2017-10-31 12:24:45,13,-93,32.10457847,35.20718597,675,4,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],2017-10-31 12:24:51,11,-73,32.10465516,35.20719716,675,4,WIFI
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],2017-10-31 12:24:51,11,-67,32.10465516,35.20719716,675,4,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],2017-10-31 12:24:51,11,-76,32.10465516,35.20719716,675,4,WIFI
24:1f:a0:1d:48:fb,HUAWEI_Grace_A9A9,[WPA2-PSK-CCMP][ESS],2017-10-31 12:24:51,6,-82,32.10465516,35.20719716,675,4,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],2017-10-31 12:24:53,13,-82,32.10467041,35.20721155,673,4,WIFI
42501_10072_516798,012 Mobile,HSDPA;il,2017-10-31 12:24:53,0,-93,32.10467041,35.20721155,673,4,GSM
f0:b0:52:3e:d0:98,Ariel_University,[ESS],2017-10-31 12:24:55,11,-81,32.10467755,35.20720819,674,4,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-10-31 12:24:55,11,-84,32.10467755,35.20720819,674,4,WIFI
ec:8c:a2:26:d3:68,Ariel_University,[ESS],2017-10-31 12:24:55,11,-87,32.10467755,35.20720819,674,4,WIFI
00:11:6b:11:7d:c7,yosh,[ESS],2017-10-31 12:24:55,13,-87,32.10467755,35.20720819,674,4,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],2017-10-31 12:24:58,11,-66,32.10469718,35.20715891,676,3,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],2017-10-31 12:24:58,6,-75,32.10469718,35.20715891,676,3,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-10-31 12:24:58,1,-79,32.10469718,35.20715891,676,3,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-10-31 12:24:58,6,-79,32.10469718,35.20715891,676,3,WIFI
f0:b0:52:3e:c8:28,Ariel_University,[ESS],2017-10-31 12:24:58,1,-83,32.10469718,35.20715891,676,3,WIFI
1c:b9:c4:16:1d:78,Ariel_University,[ESS],2017-10-31 12:24:58,1,-85,32.10469718,35.20715891,676,3,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,2017-10-31 12:24:58,0,-83,32.10469718,35.20715891,676,3,GSM
1c:b9:c4:15:23:58,Ariel_University,[ESS],2017-10-31 12:25:00,11,-77,32.10471633,35.20715327,677,3,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS],2017-10-31 12:25:00,1,-80,32.10471633,35.20715327,677,3,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-10-31 12:25:00,6,-83,32.10471633,35.20715327,677,3,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-10-31 12:25:02,1,-80,32.10472929,35.20717727,677,3,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-10-31 12:25:02,1,-87,32.10472929,35.20717727,677,3,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,2017-10-31 12:25:02,0,-71,32.10472929,35.20717727,677,3,GSM
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-10-31 12:25:06,6,-74,32.1047537,35.20718606,683,4,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:25:06,11,-73,32.1047537,35.20718606,683,4,WIFI
1c:b9:c4:15:44:58,Ariel_University,[ESS],2017-10-31 12:25:06,11,-78,32.1047537,35.20718606,683,4,WIFI
42501_10072_516798,012 Mobile,HSDPA;il,2017-10-31 12:25:06,0,-71,32.1047537,35.20718606,683,4,GSM
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],2017-10-31 12:25:10,1,-74,32.10478984,35.20719966,682,4,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-10-31 12:25:10,6,-81,32.10478984,35.20719966,682,4,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],2017-10-31 12:25:10,1,-88,32.10478984,35.20719966,682,4,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:25:12,11,-67,32.10481002,35.2072034,682,5,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-10-31 12:25:14,6,-74,32.10482879,35.20721967,681,5,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-10-31 12:25:16,2,-86,32.10488598,35.2071902,680,4,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-10-31 12:25:18,2,-78,32.10491314,35.20718881,680,5,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],2017-10-31 12:25:18,1,-67,32.10491314,35.20718881,680,5,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-10-31 12:25:18,6,-79,32.10491314,35.20718881,680,5,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-10-31 12:25:20,1,-74,32.10496592,35.20718435,679,5,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-10-31 12:25:20,6,-67,32.10496592,35.20718435,679,5,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-10-31 12:25:23,5,-77,32.10496713,35.20717605,677,6,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-10-31 12:25:25,1,-79,32.10495108,35.2071672,676,6,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-10-31 12:25:26,6,-73,32.10496361,35.20716428,676,6,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-10-31 12:25:26,1,-75,32.10496361,35.20716428,676,6,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:25:28,11,-60,32.10500717,35.20714894,676,5,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:25:28,11,-72,32.10500717,35.20714894,676,5,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],2017-10-31 12:25:32,11,-64,32.10510834,35.20710875,674,4,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],2017-10-31 12:25:34,1,-60,32.10513994,35.20709501,672,3,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-10-31 12:25:34,6,-60,32.10513994,35.20709501,672,3,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-10-31 12:25:34,6,-67,32.10513994,35.20709501,672,3,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-10-31 12:25:36,1,-68,32.10517653,35.20708169,671,3,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-10-31 12:25:36,11,-71,32.10517653,35.20708169,671,3,WIFI
f0:b0:52:3e:c7:88,Ariel_University,[ESS],2017-10-31 12:25:36,1,-74,32.10517653,35.20708169,671,3,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],2017-10-31 12:25:36,6,-81,32.10517653,35.20708169,671,3,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],2017-10-31 12:25:38,11,-57,32.10519499,35.20706635,670,3,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-10-31 12:25:40,6,-62,32.10520427,35.20703852,671,3,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-10-31 12:25:40,1,-55,32.10520427,35.20703852,671,3,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],2017-10-31 12:25:40,11,-69,32.10520427,35.20703852,671,3,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:25:42,11,-51,32.10521357,35.20702171,671,3,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],2017-10-31 12:25:47,6,-75,32.1052055,35.20700627,671,3,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],2017-10-31 12:25:48,1,-55,32.10519968,35.20700387,671,3,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:25:52,11,-67,32.10520747,35.20698013,669,3,WIFI
00:1a:dd:f5:05:45,Afikim_Wifi,[ESS],2017-10-31 12:25:52,7,-88,32.10520747,35.20698013,669,3,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-10-31 12:26:08,1,-62,32.10518616,35.2069567,670,4,WIFI
44:44:44:44:44:44,REL-WIFI,[WEP][IBSS],2017-10-31 12:26:08,11,-80,32.10518616,35.2069567,670,4,WIFI
f0:b0:52:3e:cc:78,Ariel_University,[ESS],2017-10-31 12:26:17,11,-78,32.10518937,35.20694713,671,6,WIFI
00:1a:2f:7f:6b:70,,[WPA2-PSK-CCMP][ESS],2017-10-31 12:26:20,13,-75,32.10518181,35.20695512,666,6,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-10-31 12:26:31,11,-65,32.10516897,35.20692294,669,6,WIFI
02:02:29:1d:f2:b9,REL-WIFI,[WEP][IBSS],2017-10-31 12:26:31,11,-78,32.10516897,35.20692294,669,6,WIFI
42501_10072_516799,012 Mobile,HSDPA;il,2017-10-31 12:26:31,0,-75,32.10516897,35.20692294,669,6,GSM
f0:b0:52:3e:61:c8,Ariel_University,[ESS],2017-10-31 12:26:33,11,-72,32.10516707,35.20690878,667,5,WIFI
42501_10072_516799,012 Mobile,HSDPA;il,2017-10-31 12:26:33,0,-65,32.10516707,35.20690878,667,5,GSM
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],2017-10-31 12:26:36,6,-68,32.10516936,35.20689863,666,6,WIFI
d4:61:2e:19:d6:5e,HUAWEI-D65E,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 12:26:36,1,-78,32.10516936,35.20689863,666,6,WIFI
1c:b9:c4:56:12:c3,island-1612C0,[WPA2-PSK-CCMP][ESS],2017-10-31 12:26:36,13,-84,32.10516936,35.20689863,666,6,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-10-31 12:26:42,11,-62,32.10517094,35.20689046,670,7,WIFI
42501_10072_470805,012 Mobile,HSDPA;il,2017-10-31 12:26:42,0,-75,32.10517094,35.20689046,670,7,GSM
42501_10072_470805,012 Mobile,HSDPA;il,2017-10-31 12:26:51,0,-69,32.10514366,35.20685917,673,5,GSM
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-10-31 12:26:53,6,-57,32.10513632,35.20684032,673,4,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],2017-10-31 12:26:53,6,-67,32.10513632,35.20684032,673,4,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:26:55,11,-45,32.10513198,35.20682119,672,5,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:26:55,1,-76,32.10513198,35.20682119,672,5,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-10-31 12:26:59,1,-50,32.10512985,35.20679224,668,5,WIFI
30:b5:c2:b8:40:36,,[WPA2-PSK-CCMP][ESS],2017-10-31 12:27:01,13,-89,32.1051248,35.20679292,667,5,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-10-31 12:27:04,11,-38,32.10512482,35.20679368,668,5,WIFI
d4:61:2e:19:d6:5e,HUAWEI-D65E,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 12:27:06,1,-71,32.10513014,35.20680159,670,5,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-10-31 12:27:09,1,-42,32.10513517,35.20679724,672,5,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-10-31 12:27:09,11,-57,32.10513517,35.20679724,672,5,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:27:13,1,-66,32.10513428,35.20680903,672,8,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-10-31 12:27:13,6,-75,32.10513428,35.20680903,672,8,WIFI
24:c9:a1:36:20:58,Ariel_University,[ESS],2017-10-31 12:27:16,1,-81,32.10513551,35.20681138,672,8,WIFI
24:c9:a1:36:20:58,Ariel_University,[ESS],2017-10-31 12:27:19,1,-73,32.10513873,35.20680545,671,10,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:27:22,1,-58,32.10514,35.20681748,672,12,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-10-31 12:27:22,11,-87,32.10514,35.20681748,672,12,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:27:25,1,-52,32.10513986,35.20681025,672,10,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-10-31 12:27:25,11,-82,32.10513986,35.20681025,672,10,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-10-31 12:27:28,1,-72,32.10513847,35.20679034,670,10,WIFI
ec:8c:a2:08:99:b8,Ariel_University,[ESS],2017-10-31 12:27:31,11,-90,32.10513723,35.20678008,670,12,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],2017-10-31 12:27:34,1,-74,32.10513718,35.20677987,670,13,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],2017-10-31 12:27:43,1,-69,32.10513638,35.20677346,669,60,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-10-31 12:27:43,1,-69,32.10513638,35.20677346,669,60,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-10-31 12:27:46,11,-77,32.10513635,35.20677322,669,101,WIFI
ec:8c:a2:09:da:68,Ariel_University,[ESS],2017-10-31 12:27:52,6,-88,32.10513633,35.206773,669,126,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-10-31 12:28:04,1,-54,32.10513611,35.2067724,669,15,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-10-31 12:28:18,1,-36,32.10513625,35.20677545,669,26,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-10-31 12:28:18,6,-68,32.10513625,35.20677545,669,26,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-10-31 12:29:01,1,-47,32.10513618,35.20677656,669,185,WIFI
d4:61:2e:19:d6:5e,HUAWEI-D65E,[WPA2-PSK-CCMP][WPS][ESS],2017-10-31 12:30:27,1,-65,32.10513608,35.20677662,669,50,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-72,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-35,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],1970-01-01 02:00:00,1,-50,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-67,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-64,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],1970-01-01 02:00:00,1,-68,?,-?,0,0.0805758535861969,WIFI
24:c9:a1:36:20:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-80,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-77,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-83,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],1970-01-01 02:00:00,6,-82,?,-?,0,0.0805758535861969,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],1970-01-01 02:00:00,11,-83,?,-?,0,0.0805758535861969,WIFI
